a,p,r,f1,tp,tn,fp,fn,datasetName,output_columns,numeric_columns,rows,has_ontology,shots,fusion,case,ontology
0.8214285714285714,0.8214285714285714,1.0,0.9019607843137255,23,0,5,0,alibaba_1,28,0,25,True,1,False,case3c,eshopping
0.625,1.0,0.625,0.7692307692307693,5,0,0,3,ansa_1,8,0,80,True,1,False,case3c,finance
0.4666666666666667,0.5,0.875,0.6363636363636364,7,0,7,1,bestwestern_1,15,1,37,True,1,False,case3c,hotels
0.8947368421052632,0.8888888888888888,1.0,0.9411764705882353,16,1,2,0,decathlon_1,19,1,31,True,1,False,case3c,eshopping
0.5185185185185185,0.7647058823529411,0.5909090909090909,0.6666666666666667,13,1,4,9,happycow_1,27,3,30,True,1,False,case3c,restaurants
0.8571428571428571,0.8571428571428571,1.0,0.923076923076923,6,0,1,0,hotel_de_1,7,0,30,True,1,False,case3c,hotels
0.7222222222222222,0.8666666666666667,0.8125,0.8387096774193549,13,0,2,3,hotels_com_1,18,0,34,True,1,False,case3c,hotels
0.631578947368421,0.8571428571428571,0.7058823529411765,0.7741935483870968,12,0,2,5,immobiliare_it_1,19,0,30,True,1,False,case3c,realestate
0.8461538461538461,0.9166666666666666,0.9166666666666666,0.9166666666666666,11,0,1,1,lastminute_1,13,1,37,True,1,False,case3c,hotels
0.8888888888888888,0.8888888888888888,1.0,0.9411764705882353,8,0,1,0,michelin_1,9,1,48,True,1,False,case3c,restaurants
0.7916666666666666,0.9047619047619048,0.8636363636363636,0.8837209302325582,19,0,2,3,opentable_1,24,7,35,True,1,False,case3c,restaurants
0.75,0.8333333333333334,0.8823529411764706,0.8571428571428571,15,0,3,2,priceline_1,20,3,31,True,1,False,case3c,hotels
0.8,1.0,0.8,0.888888888888889,12,0,0,3,remax_1,15,0,28,True,1,False,case3c,realestate
0.9473684210526315,0.9473684210526315,1.0,0.972972972972973,18,0,1,0,restaurantguru_1,19,4,30,True,1,False,case3,restaurants
0.8636363636363636,0.9047619047619048,0.95,0.9268292682926829,19,0,2,1,skyscanner_1,22,2,25,True,1,False,case3c,hotels
0.7619047619047619,0.8125,0.8666666666666667,0.8387096774193549,13,3,3,2,subito_1,21,1,38,True,1,False,case3c,realestate
0.8,1.0,0.7777777777777778,0.8750000000000001,7,1,0,2,target_com_1,10,1,32,True,1,False,case3,eshopping
0.7727272727272727,0.8421052631578947,0.8888888888888888,0.8648648648648649,16,1,3,2,tecnocasa_1,22,6,28,True,1,False,case3c,realestate
0.6774193548387096,0.7142857142857143,0.9090909090909091,0.8,20,1,8,2,toscano_1,31,7,33,True,1,False,case3c,realestate
0.509090909090909,0.5283018867924528,0.9333333333333333,0.6746987951807228,28,0,25,2,tripadvisor_1,55,19,29,True,1,False,case3c,hotels
0.8823529411764706,0.9333333333333333,0.9333333333333333,0.9333333333333333,14,1,1,1,unicredit_1,17,1,35,True,1,False,case3c,realestate
0.6153846153846154,0.6078431372549019,1.0,0.7560975609756097,31,1,20,0,walmart_1,52,7,38,True,1,False,case3c,eshopping
0.5,1.0,0.5,0.6666666666666666,2,0,0,2,zalando_1,4,0,35,True,1,False,case3c,eshopping
0.5384615384615384,0.56,0.9333333333333333,0.7000000000000001,14,0,11,1,adelphi_1,26,0,35,True,1,False,case3c,books
0.8709677419354839,0.9,0.9642857142857143,0.9310344827586207,27,0,3,1,mondadori_1,31,4,38,True,1,False,case3c,books
0.8571428571428571,0.8571428571428571,1.0,0.923076923076923,6,0,1,0,premier_1,7,1,30,True,1,False,case3c,footballplayers
1.0,1.0,1.0,1.0,1,0,0,0,transfermarkt_1,1,0,30,True,1,False,case3c,footballplayers
0.68,0.6666666666666666,1.0,0.8,16,1,8,0,bundesliga_1,25,9,34,True,1,False,case3c,footballplayers
0.8260869565217391,0.8636363636363636,0.95,0.9047619047619048,19,0,3,1,feltrinelli_1,23,3,28,True,1,False,case3c,books
0.5294117647058824,0.5806451612903226,0.8571428571428571,0.6923076923076923,18,0,13,3,giunti_1,34,2,32,True,1,False,case3c,books
1.0,1.0,1.0,1.0,10,0,0,0,hoepli_1,10,1,28,True,1,False,case3c,books
0.6153846153846154,0.6153846153846154,1.0,0.761904761904762,8,0,5,0,laliga_1,13,5,28,True,1,False,case3c,footballplayers
