a,p,r,f1,tp,tn,fp,fn,datasetName,output_columns,numeric_columns,rows,has_ontology,shots,fusion,case,ontology
0.8928571428571429,0.96,0.9230769230769231,0.9411764705882353,24,1,1,2,alibaba_1,28,0,26,False,5,False,case2,eshopping
0.625,1.0,0.625,0.7692307692307693,5,0,0,3,ansa_1,8,0,81,False,5,False,case2,finance
1.0,1.0,1.0,1.0,14,1,0,0,bestwestern_1,15,1,37,False,5,False,case2,hotels
0.8421052631578947,1.0,0.8125,0.896551724137931,13,3,0,3,decathlon_1,19,1,32,False,5,False,case2,eshopping
0.7777777777777778,0.84,0.9130434782608695,0.8749999999999999,21,0,4,2,happycow_1,27,3,31,False,5,False,case2,restaurants
0.8571428571428571,1.0,0.8571428571428571,0.923076923076923,6,0,0,1,hotel_de_1,7,0,31,False,5,False,case2,hotels
0.8888888888888888,0.9411764705882353,0.9411764705882353,0.9411764705882353,16,0,1,1,hotels_com_1,18,0,34,False,5,False,case2,hotels
0.9473684210526315,0.9444444444444444,1.0,0.9714285714285714,17,1,1,0,immobiliare_it_1,19,0,31,False,5,False,case2,realestate
0.8461538461538461,0.9166666666666666,0.9166666666666666,0.9166666666666666,11,0,1,1,lastminute_1,13,1,38,False,5,False,case2,hotels
0.6666666666666666,0.6666666666666666,1.0,0.8,6,0,3,0,michelin_1,9,1,49,False,5,False,case2,restaurants
0.8333333333333334,0.9047619047619048,0.9047619047619048,0.9047619047619048,19,1,2,2,opentable_1,24,7,35,False,5,False,case2,restaurants
0.9,0.9,1.0,0.9473684210526316,18,0,2,0,priceline_1,20,3,31,False,5,False,case2,hotels
0.8666666666666667,1.0,0.8666666666666667,0.9285714285714286,13,0,0,2,remax_1,15,0,29,False,5,False,case2,realestate
0.631578947368421,0.7058823529411765,0.8571428571428571,0.7741935483870968,12,0,5,2,restaurantguru_1,19,4,35,False,5,False,case2,restaurants
0.8181818181818182,0.9,0.9,0.9,18,0,2,2,skyscanner_1,22,2,26,False,5,False,case2,hotels
0.7619047619047619,0.8666666666666667,0.8125,0.8387096774193549,13,3,2,3,subito_1,21,1,39,False,5,False,case2,realestate
1.0,1.0,1.0,1.0,5,1,0,0,target_com_1,6,0,32,False,5,False,case2,eshopping
0.8181818181818182,0.8571428571428571,0.9473684210526315,0.9,18,0,3,1,tecnocasa_1,22,6,29,False,5,False,case2,realestate
0.7419354838709677,0.8148148148148148,0.88,0.8461538461538461,22,1,5,3,toscano_1,31,7,34,False,5,False,case2,realestate
0.45454545454545453,0.5555555555555556,0.45454545454545453,0.5,15,10,12,18,tripadvisor_1,55,19,29,False,5,False,case2,hotels
0.8823529411764706,0.9333333333333333,0.9333333333333333,0.9333333333333333,14,1,1,1,unicredit_1,17,1,36,False,5,False,case2,realestate
0.75,0.7954545454545454,0.8974358974358975,0.8433734939759037,35,4,9,4,walmart_1,52,7,40,False,5,False,case2,eshopping
1.0,1.0,1.0,1.0,4,0,0,0,zalando_1,4,0,35,False,5,False,case2,eshopping
0.8461538461538461,1.0,0.8333333333333334,0.9090909090909091,20,2,0,4,adelphi_1,26,0,36,False,5,False,case2,books
0.8064516129032258,0.8571428571428571,0.9230769230769231,0.888888888888889,24,1,4,2,mondadori_1,31,4,39,False,5,False,case2,books
0.8571428571428571,0.8571428571428571,1.0,0.923076923076923,6,0,1,0,premier_1,7,1,31,False,5,False,case2,footballplayers
1.0,1.0,1.0,1.0,1,0,0,0,transfermarkt_1,1,0,31,False,5,False,case2,footballplayers
0.56,0.6086956521739131,0.875,0.717948717948718,14,0,9,2,bundesliga_1,25,9,35,False,5,False,case2,footballplayers
0.8260869565217391,0.9,0.9,0.9,18,1,2,2,feltrinelli_1,23,3,29,False,5,False,case2,books
0.7941176470588235,0.8709677419354839,0.9,0.8852459016393444,27,0,4,3,giunti_1,34,2,33,False,5,False,case2,books
0.9,1.0,0.9,0.9473684210526316,9,0,0,1,hoepli_1,10,1,29,False,5,False,case2,books
0.6153846153846154,0.6153846153846154,1.0,0.761904761904762,8,0,5,0,laliga_1,13,5,29,False,5,False,case2,footballplayers
